project_id,project_key,project_name,issue_key,issue_type,summary,description,priority,status,assignee,reporter,story_points,original_estimate_hours,remaining_estimate_hours,time_spent_hours,sprint_id,sprint_name,sprint_start_date,sprint_end_date,issue_created_date,issue_updated_date,resolution,resolution_date,blocker_status,labels,epic,dependencies
10002,ORCA,Orca Payments Gateway,ORCA-28,Bug,Resolve intermittent failure in API gateway,"As part of API gateway, the team needs to address: resolve intermittent failure in api gateway. Acceptance criteria to be validated in QA before release.",Low,To Do,Rahul Mehta,Tom O'Brien,,36.5,36.5,0.0,ORCA-SPR-3,ORCA Sprint 3,2026-02-02,2026-02-15,2026-01-23,2026-02-08,,,Not Blocked,,ORCA-EP-2 Multi-Currency Support,
10002,ORCA,Orca Payments Gateway,ORCA-29,Task,Upgrade dashboard dependencies,"As part of dashboard, the team needs to address: upgrade dashboard dependencies. Acceptance criteria to be validated in QA before release.",High,To Do,Sofia Rossi,Jamal Carter,2,12.5,12.5,0.0,ORCA-SPR-3,ORCA Sprint 3,2026-02-02,2026-02-15,2026-01-23,2026-02-10,,,Not Blocked,customer-reported;ui-ux,ORCA-EP-2 Multi-Currency Support,
10002,ORCA,Orca Payments Gateway,ORCA-30,Story,Add support for retry logic in API gateway,"As part of API gateway, the team needs to address: add support for retry logic in api gateway. Acceptance criteria to be validated in QA before release.",Medium,Closed,Elena Petrova,Rahul Mehta,5,14.9,0.0,14.5,ORCA-SPR-3,ORCA Sprint 3,2026-02-02,2026-02-15,2026-01-27,2026-02-19,Fixed,2026-02-19,Not Blocked,api;performance,ORCA-EP-2 Multi-Currency Support,ORCA-3
10002,ORCA,Orca Payments Gateway,ORCA-31,Task,Upgrade user profile dependencies,"As part of user profile, the team needs to address: upgrade user profile dependencies. Acceptance criteria to be validated in QA before release.",Medium,Blocked,Grace Lin,Tom O'Brien,3,27.5,19.1,8.4,ORCA-SPR-3,ORCA Sprint 3,2026-02-02,2026-02-15,2026-01-23,2026-02-16,,,Blocked,backend;compliance;tech-debt,ORCA-EP-2 Multi-Currency Support,ORCA-7;ORCA-5
10002,ORCA,Orca Payments Gateway,ORCA-32,Story,Enable rate limiting on onboarding flow page,"As part of onboarding flow, the team needs to address: enable rate limiting on onboarding flow page. Acceptance criteria to be validated in QA before release.",High,In Progress,Fatima Noor,Alicia Chen,2,32.7,15.6,17.1,ORCA-SPR-3,ORCA Sprint 3,2026-02-02,2026-02-15,2026-01-24,2026-02-12,,,Not Blocked,,ORCA-EP-3 Fraud Detection,
10002,ORCA,Orca Payments Gateway,ORCA-33,Story,Enable pagination on reporting engine page,"As part of reporting engine, the team needs to address: enable pagination on reporting engine page. Acceptance criteria to be validated in QA before release.",Medium,In Progress,Tom O'Brien,Marcus Johnson,2,23.5,16.4,7.1,ORCA-SPR-3,ORCA Sprint 3,2026-02-02,2026-02-15,2026-01-31,2026-02-20,,,Blocked,,ORCA-EP-1 PCI Compliance,
10002,ORCA,Orca Payments Gateway,ORCA-34,Story,Implement caching layer for onboarding flow,"As part of onboarding flow, the team needs to address: implement caching layer for onboarding flow. Acceptance criteria to be validated in QA before release.",Low,In Progress,Fatima Noor,Grace Lin,,25.5,14.4,11.1,ORCA-SPR-3,ORCA Sprint 3,2026-02-02,2026-02-15,2026-01-29,2026-02-12,,,Not Blocked,customer-reported;database;ui-ux,ORCA-EP-3 Fraud Detection,ORCA-8
10002,ORCA,Orca Payments Gateway,ORCA-35,Task,Document API gateway two-factor auth process,"As part of API gateway, the team needs to address: document api gateway two-factor auth process. Acceptance criteria to be validated in QA before release.",Highest,In Review,Brianna Scott,Elena Petrova,8,4.1,3.3,0.8,ORCA-SPR-3,ORCA Sprint 3,2026-02-02,2026-02-15,2026-01-30,2026-02-03,,,Not Blocked,frontend;performance,ORCA-EP-3 Fraud Detection,
10002,ORCA,Orca Payments Gateway,ORCA-36,Bug,API gateway throws exception when audit logging used,"As part of API gateway, the team needs to address: api gateway throws exception when audit logging used. Acceptance criteria to be validated in QA before release.",Highest,Done,Rahul Mehta,Elena Petrova,1,18.6,0.0,18.2,ORCA-SPR-3,ORCA Sprint 3,2026-02-02,2026-02-15,2026-02-01,2026-02-11,Done,2026-02-11,Not Blocked,frontend;tech-debt;ui-ux,ORCA-EP-2 Multi-Currency Support,ORCA-30;ORCA-24
10002,ORCA,Orca Payments Gateway,ORCA-37,Sub-task,Deploy admin console to staging,"As part of admin console, the team needs to address: deploy admin console to staging. Acceptance criteria to be validated in QA before release.",Medium,In Review,Marcus Johnson,Marcus Johnson,,13.8,10.1,3.7,ORCA-SPR-3,ORCA Sprint 3,2026-02-02,2026-02-15,2026-01-28,2026-02-02,,,Not Blocked,,ORCA-EP-1 PCI Compliance,
10002,ORCA,Orca Payments Gateway,ORCA-38,Task,Refactor user profile for email notifications,"As part of user profile, the team needs to address: refactor user profile for email notifications. Acceptance criteria to be validated in QA before release.",High,In Progress,Carlos Diaz,Marcus Johnson,2,24.9,12.9,12.0,ORCA-SPR-3,ORCA Sprint 3,2026-02-02,2026-02-15,2026-01-23,2026-01-25,,,Not Blocked,customer-reported;database;infra,ORCA-EP-3 Fraud Detection,
10002,ORCA,Orca Payments Gateway,ORCA-39,Sub-task,Update API contract for onboarding flow,"As part of onboarding flow, the team needs to address: update api contract for onboarding flow. Acceptance criteria to be validated in QA before release.",Medium,In Review,Rahul Mehta,Grace Lin,,26.0,13.0,13.0,ORCA-SPR-3,ORCA Sprint 3,2026-02-02,2026-02-15,2026-01-24,2026-01-25,,,Not Blocked,,ORCA-EP-2 Multi-Currency Support,ORCA-19
10002,ORCA,Orca Payments Gateway,ORCA-40,Sub-task,Deploy dashboard to staging,"As part of dashboard, the team needs to address: deploy dashboard to staging. Acceptance criteria to be validated in QA before release.",Medium,Blocked,Rahul Mehta,Sofia Rossi,,32.1,14.5,17.6,ORCA-SPR-3,ORCA Sprint 3,2026-02-02,2026-02-15,2026-01-26,2026-02-20,,,Blocked,performance,ORCA-EP-3 Fraud Detection,ORCA-29
10002,ORCA,Orca Payments Gateway,ORCA-41,Sub-task,Update API contract for dashboard,"As part of dashboard, the team needs to address: update api contract for dashboard. Acceptance criteria to be validated in QA before release.",Highest,Done,Rahul Mehta,Marcus Johnson,,39.7,0.0,40.3,ORCA-SPR-3,ORCA Sprint 3,2026-02-02,2026-02-15,2026-01-24,2026-01-29,Done,2026-01-29,Not Blocked,customer-reported;performance;ui-ux,ORCA-EP-3 Fraud Detection,
10002,ORCA,Orca Payments Gateway,ORCA-42,Story,Enable retry logic on admin console page,"As part of admin console, the team needs to address: enable retry logic on admin console page. Acceptance criteria to be validated in QA before release.",High,Done,Marcus Johnson,Nathan Brooks,8,35.2,0.0,31.7,ORCA-SPR-3,ORCA Sprint 3,2026-02-02,2026-02-15,2026-01-24,2026-02-14,Fixed,2026-02-14,Not Blocked,api;customer-reported;frontend,ORCA-EP-2 Multi-Currency Support,
10002,ORCA,Orca Payments Gateway,ORCA-43,Story,Implement pagination for API gateway,"As part of API gateway, the team needs to address: implement pagination for api gateway. Acceptance criteria to be validated in QA before release.",Medium,In Review,Rahul Mehta,Priya Raman,3,2.7,2.0,0.7,ORCA-SPR-3,ORCA Sprint 3,2026-02-02,2026-02-15,2026-01-30,2026-02-09,,,Blocked,api;compliance;security,ORCA-EP-2 Multi-Currency Support,
10003,NOVA,Nova Customer Portal,NOVA-1,Story,Add support for dark mode in settings page,"As part of settings page, the team needs to address: add support for dark mode in settings page. Acceptance criteria to be validated in QA before release.",Medium,To Do,,David Kim,3,27.7,27.7,0.0,NOVA-SPR-1,NOVA Sprint 1,2026-01-05,2026-01-18,2026-01-02,2026-01-16,,,Not Blocked,compliance;regression;security,NOVA-EP-2 Mobile Responsive Redesign,
10003,NOVA,Nova Customer Portal,NOVA-2,Bug,Incorrect data displayed in billing module,"As part of billing module, the team needs to address: incorrect data displayed in billing module. Acceptance criteria to be validated in QA before release.",Low,Done,Fatima Noor,Rahul Mehta,8,22.0,0.0,28.2,NOVA-SPR-1,NOVA Sprint 1,2026-01-05,2026-01-18,2026-01-02,2026-01-21,Fixed,2026-01-21,Not Blocked,frontend;performance;regression,NOVA-EP-3 Notifications,
10003,NOVA,Nova Customer Portal,NOVA-3,Task,Refactor billing module for caching layer,"As part of billing module, the team needs to address: refactor billing module for caching layer. Acceptance criteria to be validated in QA before release.",Low,To Do,Wei Zhang,Rahul Mehta,2,33.0,33.0,0.0,NOVA-SPR-1,NOVA Sprint 1,2026-01-05,2026-01-18,2025-12-31,2025-12-31,,,Not Blocked,performance;regression;security,NOVA-EP-1 Self-Service Portal,
10003,NOVA,Nova Customer Portal,NOVA-4,Sub-task,Update API contract for onboarding flow,"As part of onboarding flow, the team needs to address: update api contract for onboarding flow. Acceptance criteria to be validated in QA before release.",High,In Progress,Priya Raman,Jamal Carter,,33.5,18.5,15.0,NOVA-SPR-1,NOVA Sprint 1,2026-01-05,2026-01-18,2026-01-03,2026-01-18,,,Not Blocked,,,NOVA-1
10003,NOVA,Nova Customer Portal,NOVA-5,Task,Document dashboard bulk export process,"As part of dashboard, the team needs to address: document dashboard bulk export process. Acceptance criteria to be validated in QA before release.",High,To Do,Carlos Diaz,Marcus Johnson,2,18.0,18.0,0.0,NOVA-SPR-1,NOVA Sprint 1,2026-01-05,2026-01-18,2025-12-27,2026-01-10,,,Not Blocked,backend;customer-reported;regression,NOVA-EP-3 Notifications,NOVA-3
10003,NOVA,Nova Customer Portal,NOVA-6,Story,Implement bulk export for user profile,"As part of user profile, the team needs to address: implement bulk export for user profile. Acceptance criteria to be validated in QA before release.",Medium,In Review,Alicia Chen,Marcus Johnson,8,22.7,11.5,11.2,NOVA-SPR-1,NOVA Sprint 1,2026-01-05,2026-01-18,2025-12-28,2026-01-14,,,Not Blocked,backend;infra;ui-ux,,
10003,NOVA,Nova Customer Portal,NOVA-7,Task,Upgrade payments service dependencies,"As part of payments service, the team needs to address: upgrade payments service dependencies. Acceptance criteria to be validated in QA before release.",Low,Done,Fatima Noor,David Kim,3,7.1,0.0,6.5,NOVA-SPR-1,NOVA Sprint 1,2026-01-05,2026-01-18,2025-12-31,2026-01-20,Fixed,2026-01-20,Not Blocked,api;compliance;database,,NOVA-1
10003,NOVA,Nova Customer Portal,NOVA-8,Story,Enable audit logging on checkout page,"As part of checkout, the team needs to address: enable audit logging on checkout page. Acceptance criteria to be validated in QA before release.",Low,Blocked,Rahul Mehta,Sofia Rossi,,22.6,17.5,5.1,NOVA-SPR-1,NOVA Sprint 1,2026-01-05,2026-01-18,2025-12-26,2026-01-01,,,Blocked,backend;performance,,
10003,NOVA,Nova Customer Portal,NOVA-9,Bug,Incorrect data displayed in admin console,"As part of admin console, the team needs to address: incorrect data displayed in admin console. Acceptance criteria to be validated in QA before release.",Low,In Review,Rahul Mehta,Rahul Mehta,2,20.9,13.6,7.3,NOVA-SPR-1,NOVA Sprint 1,2026-01-05,2026-01-18,2025-12-28,2026-01-05,,,Not Blocked,customer-reported;frontend;ui-ux,,NOVA-6
10003,NOVA,Nova Customer Portal,NOVA-10,Story,Design and build caching layer workflow,"As part of reporting engine, the team needs to address: design and build caching layer workflow. Acceptance criteria to be validated in QA before release.",Medium,In Review,Priya Raman,Sofia Rossi,13,18.9,12.8,6.1,NOVA-SPR-1,NOVA Sprint 1,2026-01-05,2026-01-18,2025-12-31,2026-01-19,,,Blocked,backend;infra,NOVA-EP-3 Notifications,
10003,NOVA,Nova Customer Portal,NOVA-11,Task,Refactor checkout for dark mode,"As part of checkout, the team needs to address: refactor checkout for dark mode. Acceptance criteria to be validated in QA before release.",Low,Done,Marcus Johnson,Marcus Johnson,5,3.3,0.0,2.4,NOVA-SPR-1,NOVA Sprint 1,2026-01-05,2026-01-18,2025-12-26,2026-01-06,Done,2026-01-06,Blocked,,NOVA-EP-3 Notifications,
10003,NOVA,Nova Customer Portal,NOVA-12,Bug,Resolve intermittent failure in settings page,"As part of settings page, the team needs to address: resolve intermittent failure in settings page. Acceptance criteria to be validated in QA before release.",Medium,In Review,Carlos Diaz,Fatima Noor,13,12.6,5.3,7.3,NOVA-SPR-1,NOVA Sprint 1,2026-01-05,2026-01-18,2026-01-05,2026-01-10,,,Not Blocked,frontend;regression;tech-debt,NOVA-EP-3 Notifications,
10003,NOVA,Nova Customer Portal,NOVA-13,Task,Upgrade payments service dependencies,"As part of payments service, the team needs to address: upgrade payments service dependencies. Acceptance criteria to be validated in QA before release.",High,To Do,,Nathan Brooks,2,36.1,36.1,0.0,NOVA-SPR-1,NOVA Sprint 1,2026-01-05,2026-01-18,2025-12-29,2025-12-31,,,Not Blocked,infra;performance,NOVA-EP-3 Notifications,
10003,NOVA,Nova Customer Portal,NOVA-14,Story,Enable pagination on user profile page,"As part of user profile, the team needs to address: enable pagination on user profile page. Acceptance criteria to be validated in QA before release.",Medium,To Do,,Priya Raman,2,32.1,32.1,0.0,NOVA-SPR-1,NOVA Sprint 1,2026-01-05,2026-01-18,2026-01-02,2026-01-17,,,Not Blocked,database;regression,NOVA-EP-1 Self-Service Portal,NOVA-12
10003,NOVA,Nova Customer Portal,NOVA-15,Bug,Fix bulk export error on settings page,"As part of settings page, the team needs to address: fix bulk export error on settings page. Acceptance criteria to be validated in QA before release.",High,In Progress,Priya Raman,Brianna Scott,1,19.1,10.7,8.4,NOVA-SPR-1,NOVA Sprint 1,2026-01-05,2026-01-18,2025-12-31,2026-01-04,,,Not Blocked,api,NOVA-EP-1 Self-Service Portal,
10003,NOVA,Nova Customer Portal,NOVA-16,Story,Add support for dark mode in onboarding flow,"As part of onboarding flow, the team needs to address: add support for dark mode in onboarding flow. Acceptance criteria to be validated in QA before release.",High,Closed,Carlos Diaz,Brianna Scott,3,34.1,0.0,29.0,NOVA-SPR-2,NOVA Sprint 2,2026-01-19,2026-02-01,2026-01-09,2026-01-26,Fixed,2026-01-26,Not Blocked,,NOVA-EP-1 Self-Service Portal,
10003,NOVA,Nova Customer Portal,NOVA-17,Story,Enable currency conversion on settings page page,"As part of settings page, the team needs to address: enable currency conversion on settings page page. Acceptance criteria to be validated in QA before release.",Low,Blocked,Alicia Chen,Tom O'Brien,,34.8,29.9,4.9,NOVA-SPR-2,NOVA Sprint 2,2026-01-19,2026-02-01,2026-01-09,2026-02-02,,,Blocked,infra;security,NOVA-EP-2 Mobile Responsive Redesign,
10003,NOVA,Nova Customer Portal,NOVA-18,Sub-task,Code review fixes for reporting engine,"As part of reporting engine, the team needs to address: code review fixes for reporting engine. Acceptance criteria to be validated in QA before release.",Medium,Done,Nathan Brooks,Marcus Johnson,,28.0,0.0,24.6,NOVA-SPR-2,NOVA Sprint 2,2026-01-19,2026-02-01,2026-01-18,2026-01-19,Fixed,2026-01-19,Not Blocked,customer-reported;performance;security,NOVA-EP-3 Notifications,
10003,NOVA,Nova Customer Portal,NOVA-19,Epic,onboarding flow dark mode Initiative,"As part of onboarding flow, the team needs to address: onboarding flow dark mode initiative. Acceptance criteria to be validated in QA before release.",High,In Review,David Kim,Nathan Brooks,,,,,NOVA-SPR-2,NOVA Sprint 2,2026-01-19,2026-02-01,2026-01-15,2026-01-29,,,Not Blocked,,,NOVA-14
10003,NOVA,Nova Customer Portal,NOVA-20,Sub-task,Code review fixes for onboarding flow,"As part of onboarding flow, the team needs to address: code review fixes for onboarding flow. Acceptance criteria to be validated in QA before release.",High,In Progress,Carlos Diaz,Wei Zhang,,39.8,26.5,13.3,NOVA-SPR-2,NOVA Sprint 2,2026-01-19,2026-02-01,2026-01-15,2026-01-30,,,Not Blocked,database;regression;security,NOVA-EP-2 Mobile Responsive Redesign,NOVA-16
10003,NOVA,Nova Customer Portal,NOVA-21,Sub-task,Code review fixes for billing module,"As part of billing module, the team needs to address: code review fixes for billing module. Acceptance criteria to be validated in QA before release.",Medium,Done,Tom O'Brien,Sofia Rossi,,18.4,0.0,22.6,NOVA-SPR-2,NOVA Sprint 2,2026-01-19,2026-02-01,2026-01-14,2026-01-26,Done,2026-01-26,Not Blocked,performance,NOVA-EP-1 Self-Service Portal,
10003,NOVA,Nova Customer Portal,NOVA-22,Bug,Fix email notifications error on settings page,"As part of settings page, the team needs to address: fix email notifications error on settings page. Acceptance criteria to be validated in QA before release.",High,To Do,Brianna Scott,Jamal Carter,3,32.2,32.2,0.0,NOVA-SPR-2,NOVA Sprint 2,2026-01-19,2026-02-01,2026-01-14,2026-01-31,,,Blocked,security,NOVA-EP-2 Mobile Responsive Redesign,
10003,NOVA,Nova Customer Portal,NOVA-23,Story,Design and build two-factor auth workflow,"As part of API gateway, the team needs to address: design and build two-factor auth workflow. Acceptance criteria to be validated in QA before release.",High,Closed,Jamal Carter,Carlos Diaz,2,14.5,0.0,15.5,NOVA-SPR-2,NOVA Sprint 2,2026-01-19,2026-02-01,2026-01-17,2026-01-29,Cannot Reproduce,2026-01-29,Not Blocked,customer-reported;performance,NOVA-EP-3 Notifications,
10003,NOVA,Nova Customer Portal,NOVA-24,Story,Enable email notifications on checkout page,"As part of checkout, the team needs to address: enable email notifications on checkout page. Acceptance criteria to be validated in QA before release.",High,To Do,Jamal Carter,Carlos Diaz,5,24.2,24.2,0.0,NOVA-SPR-2,NOVA Sprint 2,2026-01-19,2026-02-01,2026-01-09,2026-01-09,,,Not Blocked,customer-reported;infra,NOVA-EP-3 Notifications,NOVA-6
10003,NOVA,Nova Customer Portal,NOVA-25,Task,Refactor user profile for bulk export,"As part of user profile, the team needs to address: refactor user profile for bulk export. Acceptance criteria to be validated in QA before release.",Highest,Closed,Grace Lin,Tom O'Brien,1,9.2,0.0,8.9,NOVA-SPR-2,NOVA Sprint 2,2026-01-19,2026-02-01,2026-01-13,2026-01-17,Done,2026-01-17,Not Blocked,api;backend;compliance,NOVA-EP-3 Notifications,
10003,NOVA,Nova Customer Portal,NOVA-26,Bug,Incorrect data displayed in user profile,"As part of user profile, the team needs to address: incorrect data displayed in user profile. Acceptance criteria to be validated in QA before release.",Low,In Progress,Fatima Noor,David Kim,3,27.7,12.9,14.8,NOVA-SPR-2,NOVA Sprint 2,2026-01-19,2026-02-01,2026-01-09,2026-01-29,,,Not Blocked,customer-reported;database,NOVA-EP-1 Self-Service Portal,
10003,NOVA,Nova Customer Portal,NOVA-27,Sub-task,Update API contract for reporting engine,"As part of reporting engine, the team needs to address: update api contract for reporting engine. Acceptance criteria to be validated in QA before release.",Medium,In Review,Rahul Mehta,Marcus Johnson,,20.2,12.5,7.7,NOVA-SPR-2,NOVA Sprint 2,2026-01-19,2026-02-01,2026-01-15,2026-01-24,,,Not Blocked,api;performance;ui-ux,NOVA-EP-2 Mobile Responsive Redesign,
10003,NOVA,Nova Customer Portal,NOVA-28,Sub-task,Deploy reporting engine to staging,"As part of reporting engine, the team needs to address: deploy reporting engine to staging. Acceptance criteria to be validated in QA before release.",High,Done,Rahul Mehta,Elena Petrova,,12.3,0.0,12.8,NOVA-SPR-3,NOVA Sprint 3,2026-02-02,2026-02-15,2026-01-29,2026-02-02,Fixed,2026-02-02,Not Blocked,security,NOVA-EP-3 Notifications,NOVA-2
10003,NOVA,Nova Customer Portal,NOVA-29,Story,Add support for two-factor auth in dashboard,"As part of dashboard, the team needs to address: add support for two-factor auth in dashboard. Acceptance criteria to be validated in QA before release.",Highest,Blocked,Carlos Diaz,David Kim,2,17.5,7.6,9.9,NOVA-SPR-3,NOVA Sprint 3,2026-02-02,2026-02-15,2026-01-26,2026-02-10,,,Blocked,tech-debt,NOVA-EP-3 Notifications,NOVA-21
10003,NOVA,Nova Customer Portal,NOVA-30,Bug,Resolve intermittent failure in checkout,"As part of checkout, the team needs to address: resolve intermittent failure in checkout. Acceptance criteria to be validated in QA before release.",Medium,Done,Tom O'Brien,Grace Lin,1,39.9,0.0,37.4,NOVA-SPR-3,NOVA Sprint 3,2026-02-02,2026-02-15,2026-01-26,2026-01-31,Cannot Reproduce,2026-01-31,Blocked,backend;compliance,NOVA-EP-3 Notifications,NOVA-10
10003,NOVA,Nova Customer Portal,NOVA-31,Bug,Incorrect data displayed in user profile,"As part of user profile, the team needs to address: incorrect data displayed in user profile. Acceptance criteria to be validated in QA before release.",High,Done,Grace Lin,Wei Zhang,3,8.2,0.0,8.0,NOVA-SPR-3,NOVA Sprint 3,2026-02-02,2026-02-15,2026-01-29,2026-02-20,Fixed,2026-02-20,Not Blocked,customer-reported;infra,NOVA-EP-1 Self-Service Portal,
10003,NOVA,Nova Customer Portal,NOVA-32,Bug,API gateway throws exception when bulk export used,"As part of API gateway, the team needs to address: api gateway throws exception when bulk export used. Acceptance criteria to be validated in QA before release.",Highest,Done,David Kim,Alicia Chen,2,39.3,0.0,38.8,NOVA-SPR-3,NOVA Sprint 3,2026-02-02,2026-02-15,2026-01-30,2026-01-30,Fixed,2026-01-30,Not Blocked,performance;tech-debt,NOVA-EP-3 Notifications,NOVA-12;NOVA-23
10003,NOVA,Nova Customer Portal,NOVA-33,Task,Refactor reporting engine for two-factor auth,"As part of reporting engine, the team needs to address: refactor reporting engine for two-factor auth. Acceptance criteria to be validated in QA before release.",Medium,Blocked,Tom O'Brien,Jamal Carter,13,31.3,17.4,13.9,NOVA-SPR-3,NOVA Sprint 3,2026-02-02,2026-02-15,2026-01-23,2026-02-01,,,Blocked,customer-reported;security,NOVA-EP-1 Self-Service Portal,
10003,NOVA,Nova Customer Portal,NOVA-34,Epic,admin console webhook support Initiative,"As part of admin console, the team needs to address: admin console webhook support initiative. Acceptance criteria to be validated in QA before release.",Low,Done,Priya Raman,Jamal Carter,,,,,NOVA-SPR-3,NOVA Sprint 3,2026-02-02,2026-02-15,2026-01-30,2026-02-06,Done,2026-02-06,Not Blocked,,,
10003,NOVA,Nova Customer Portal,NOVA-35,Bug,Fix data validation error on settings page,"As part of settings page, the team needs to address: fix data validation error on settings page. Acceptance criteria to be validated in QA before release.",Highest,Blocked,Tom O'Brien,Brianna Scott,8,9.7,6.1,3.6,NOVA-SPR-3,NOVA Sprint 3,2026-02-02,2026-02-15,2026-01-31,2026-02-10,,,Blocked,frontend;infra;security,NOVA-EP-2 Mobile Responsive Redesign,NOVA-29;NOVA-4
10003,NOVA,Nova Customer Portal,NOVA-36,Bug,Fix two-factor auth error on settings page,"As part of settings page, the team needs to address: fix two-factor auth error on settings page. Acceptance criteria to be validated in QA before release.",Medium,Done,Rahul Mehta,Wei Zhang,3,29.5,0.0,27.7,NOVA-SPR-3,NOVA Sprint 3,2026-02-02,2026-02-15,2026-02-02,2026-02-08,Done,2026-02-08,Not Blocked,compliance;frontend,NOVA-EP-1 Self-Service Portal,
10003,NOVA,Nova Customer Portal,NOVA-37,Bug,Resolve intermittent failure in admin console,"As part of admin console, the team needs to address: resolve intermittent failure in admin console. Acceptance criteria to be validated in QA before release.",Low,Done,Brianna Scott,Jamal Carter,13,26.5,0.0,25.2,NOVA-SPR-3,NOVA Sprint 3,2026-02-02,2026-02-15,2026-01-27,2026-02-10,Duplicate,2026-02-10,Not Blocked,frontend;infra;regression,NOVA-EP-2 Mobile Responsive Redesign,NOVA-26;NOVA-34
10003,NOVA,Nova Customer Portal,NOVA-38,Epic,checkout email notifications Initiative,"As part of checkout, the team needs to address: checkout email notifications initiative. Acceptance criteria to be validated in QA before release.",Lowest,In Review,Brianna Scott,Fatima Noor,,,,,NOVA-SPR-3,NOVA Sprint 3,2026-02-02,2026-02-15,2026-01-25,2026-02-07,,,Not Blocked,security,,
10003,NOVA,Nova Customer Portal,NOVA-39,Story,Implement data validation for dashboard,"As part of dashboard, the team needs to address: implement data validation for dashboard. Acceptance criteria to be validated in QA before release.",Low,In Review,Alicia Chen,David Kim,,37.6,17.1,20.5,NOVA-SPR-3,NOVA Sprint 3,2026-02-02,2026-02-15,2026-01-30,2026-02-05,,,Not Blocked,,NOVA-EP-3 Notifications,
10003,NOVA,Nova Customer Portal,NOVA-40,Task,Refactor billing module for bulk export,"As part of billing module, the team needs to address: refactor billing module for bulk export. Acceptance criteria to be validated in QA before release.",Medium,Done,David Kim,Elena Petrova,,4.1,0.0,4.1,NOVA-SPR-3,NOVA Sprint 3,2026-02-02,2026-02-15,2026-01-29,2026-02-05,Won't Fix,2026-02-05,Not Blocked,compliance;customer-reported,NOVA-EP-2 Mobile Responsive Redesign,NOVA-34
10003,NOVA,Nova Customer Portal,NOVA-41,Story,Add support for SSO login in API gateway,"As part of API gateway, the team needs to address: add support for sso login in api gateway. Acceptance criteria to be validated in QA before release.",Medium,In Review,Sofia Rossi,Priya Raman,5,3.8,2.8,1.0,NOVA-SPR-3,NOVA Sprint 3,2026-02-02,2026-02-15,2026-01-23,2026-02-13,,,Not Blocked,compliance;ui-ux,NOVA-EP-2 Mobile Responsive Redesign,
10003,NOVA,Nova Customer Portal,NOVA-42,Bug,payments service throws exception when email notifications used,"As part of payments service, the team needs to address: payments service throws exception when email notifications used. Acceptance criteria to be validated in QA before release.",Low,To Do,Tom O'Brien,Nathan Brooks,5,36.8,36.8,0.0,NOVA-SPR-3,NOVA Sprint 3,2026-02-02,2026-02-15,2026-01-25,2026-02-07,,,Blocked,ui-ux,NOVA-EP-1 Self-Service Portal,
10003,NOVA,Nova Customer Portal,NOVA-43,Bug,Fix search filters error on payments service,"As part of payments service, the team needs to address: fix search filters error on payments service. Acceptance criteria to be validated in QA before release.",High,Done,Jamal Carter,Sofia Rossi,8,3.5,0.0,2.6,NOVA-SPR-3,NOVA Sprint 3,2026-02-02,2026-02-15,2026-01-24,2026-02-16,Done,2026-02-16,Not Blocked,performance,NOVA-EP-1 Self-Service Portal,NOVA-8
10004,TITAN,Titan Infra Automation,TITAN-1,Story,Design and build caching layer workflow,"As part of admin console, the team needs to address: design and build caching layer workflow. Acceptance criteria to be validated in QA before release.",Medium,In Review,Carlos Diaz,Nathan Brooks,3,15.7,7.2,8.5,TITAN-SPR-1,TITAN Sprint 1,2026-01-05,2026-01-18,2025-12-29,2026-01-01,,,Not Blocked,compliance;performance;security,TITAN-EP-1 CI/CD Pipeline,
10004,TITAN,Titan Infra Automation,TITAN-2,Story,Enable dark mode on checkout page,"As part of checkout, the team needs to address: enable dark mode on checkout page. Acceptance criteria to be validated in QA before release.",Medium,Done,Grace Lin,Jamal Carter,13,17.9,0.0,14.2,TITAN-SPR-1,TITAN Sprint 1,2026-01-05,2026-01-18,2025-12-31,2026-01-07,Done,2026-01-07,Not Blocked,infra;performance;regression,TITAN-EP-2 Kubernetes Migration,
10004,TITAN,Titan Infra Automation,TITAN-3,Bug,Resolve intermittent failure in onboarding flow,"As part of onboarding flow, the team needs to address: resolve intermittent failure in onboarding flow. Acceptance criteria to be validated in QA before release.",High,Blocked,Elena Petrova,Brianna Scott,2,36.8,23.1,13.7,TITAN-SPR-1,TITAN Sprint 1,2026-01-05,2026-01-18,2025-12-26,2025-12-27,,,Blocked,,,TITAN-1;TITAN-2
10004,TITAN,Titan Infra Automation,TITAN-4,Sub-task,Update API contract for dashboard,"As part of dashboard, the team needs to address: update api contract for dashboard. Acceptance criteria to be validated in QA before release.",Highest,Blocked,Alicia Chen,Priya Raman,,16.2,9.6,6.6,TITAN-SPR-1,TITAN Sprint 1,2026-01-05,2026-01-18,2025-12-26,2026-01-14,,,Blocked,backend;database;infra,TITAN-EP-3 Observability,
10004,TITAN,Titan Infra Automation,TITAN-5,Task,Upgrade reporting engine dependencies,"As part of reporting engine, the team needs to address: upgrade reporting engine dependencies. Acceptance criteria to be validated in QA before release.",Medium,Done,Elena Petrova,Tom O'Brien,5,32.6,0.0,40.6,TITAN-SPR-1,TITAN Sprint 1,2026-01-05,2026-01-18,2026-01-04,2026-01-07,Done,2026-01-07,Not Blocked,performance;tech-debt,TITAN-EP-1 CI/CD Pipeline,
